,Country/Region,variable,value
927,Singapore,4/23/20,11178
928,US,4/23/20,881924
929,United Kingdom,4/23/20,146682
930,Australia,4/24/20,6677
931,Canada,4/24/20,47914
932,China,4/24/20,86594
933,Germany,4/24/20,150383
934,"Korea, South",4/24/20,10718
935,Malaysia,4/24/20,5691
936,Russia,4/24/20,68622
937,Singapore,4/24/20,12075
938,US,4/24/20,913890
939,United Kingdom,4/24/20,151662
940,Australia,4/25/20,6694
941,Canada,4/25/20,49496
942,China,4/25/20,86632
943,Germany,4/25/20,152438
944,"Korea, South",4/25/20,10728
945,Malaysia,4/25/20,5742
946,Russia,4/25/20,74588
947,Singapore,4/25/20,12693
948,US,4/25/20,944804
949,United Kingdom,4/25/20,155445
950,Australia,4/26/20,6714
951,Canada,4/26/20,50707
952,China,4/26/20,86661
953,Germany,4/26/20,154175
954,"Korea, South",4/26/20,10738
955,Malaysia,4/26/20,5780
956,Russia,4/26/20,80949
957,Singapore,4/26/20,13624
958,US,4/26/20,970775
959,United Kingdom,4/26/20,158920
960,Australia,4/27/20,6721
961,Canada,4/27/20,52363
962,China,4/27/20,86692
963,Germany,4/27/20,155193
964,"Korea, South",4/27/20,10752
965,Malaysia,4/27/20,5820
966,Russia,4/27/20,87147
967,Singapore,4/27/20,14423
968,US,4/27/20,995426
969,United Kingdom,4/27/20,163627
970,Australia,4/28/20,6744
971,Canada,4/28/20,53886
972,China,4/28/20,86754
973,Germany,4/28/20,156337
974,"Korea, South",4/28/20,10761
975,Malaysia,4/28/20,5851
976,Russia,4/28/20,93558
977,Singapore,4/28/20,14951
978,US,4/28/20,1019999
979,United Kingdom,4/28/20,168351
980,Australia,4/29/20,6752
981,Canada,4/29/20,55575
982,China,4/29/20,86783
983,Germany,4/29/20,157641
984,"Korea, South",4/29/20,10765
985,Malaysia,4/29/20,5945
986,Russia,4/29/20,99399
987,Singapore,4/29/20,15641
988,US,4/29/20,1046850
989,United Kingdom,4/29/20,173796
990,Australia,4/30/20,6766
991,Canada,4/30/20,57214
992,China,4/30/20,86828
993,Germany,4/30/20,159119
994,"Korea, South",4/30/20,10774
995,Malaysia,4/30/20,6002
996,Russia,4/30/20,106498
997,Singapore,4/30/20,16169
998,US,4/30/20,1076556
999,United Kingdom,4/30/20,178765
1000,Australia,5/1/20,6778
1001,Canada,5/1/20,59025
1002,China,5/1/20,86850
1003,Germany,5/1/20,160758
1004,"Korea, South",5/1/20,10780
1005,Malaysia,5/1/20,6071
1006,Russia,5/1/20,114431
1007,Singapore,5/1/20,17101
1008,US,5/1/20,1111452
1009,United Kingdom,5/1/20,183500
1010,Australia,5/2/20,6799
1011,Canada,5/2/20,60381
1012,China,5/2/20,86858
1013,Germany,5/2/20,161703
1014,"Korea, South",5/2/20,10793
1015,Malaysia,5/2/20,6176
1016,Russia,5/2/20,124054
1017,Singapore,5/2/20,17548
1018,US,5/2/20,1138215
1019,United Kingdom,5/2/20,186726
1020,Australia,5/3/20,6822
1021,Canada,5/3/20,61640
1022,China,5/3/20,86842
1023,Germany,5/3/20,162496
1024,"Korea, South",5/3/20,10801
1025,Malaysia,5/3/20,6298
1026,Russia,5/3/20,134687
1027,Singapore,5/3/20,18205
1028,US,5/3/20,1161973
1029,United Kingdom,5/3/20,189702
1030,Australia,5/4/20,6847
1031,Canada,5/4/20,63016
1032,China,5/4/20,86838
1033,Germany,5/4/20,163175
1034,"Korea, South",5/4/20,10804
1035,Malaysia,5/4/20,6353
1036,Russia,5/4/20,145268
1037,Singapore,5/4/20,18778
1038,US,5/4/20,1185775
1039,United Kingdom,5/4/20,193086
1040,Australia,5/5/20,6875
1041,Canada,5/5/20,64411
1042,China,5/5/20,86855
1043,Germany,5/5/20,163860
1044,"Korea, South",5/5/20,10806
1045,Malaysia,5/5/20,6383
1046,Russia,5/5/20,155370
1047,Singapore,5/5/20,19410
1048,US,5/5/20,1209795
1049,United Kingdom,5/5/20,196775
1050,Australia,5/6/20,6894
1051,Canada,5/6/20,65927
1052,China,5/6/20,86877
1053,Germany,5/6/20,164807
1054,"Korea, South",5/6/20,10810
1055,Malaysia,5/6/20,6428
1056,Russia,5/6/20,165929
1057,Singapore,5/6/20,20198
1058,US,5/6/20,1234280
1059,United Kingdom,5/6/20,200612
1060,Australia,5/7/20,6913
1061,Canada,5/7/20,67198
1062,China,5/7/20,86888
1063,Germany,5/7/20,166091
1064,"Korea, South",5/7/20,10822
1065,Malaysia,5/7/20,6467
1066,Russia,5/7/20,177160
1067,Singapore,5/7/20,20939
1068,US,5/7/20,1262020
1069,United Kingdom,5/7/20,204383
1070,Australia,5/8/20,6918
1071,Canada,5/8/20,68398
1072,China,5/8/20,86905
1073,Germany,5/8/20,167300
1074,"Korea, South",5/8/20,10840
1075,Malaysia,5/8/20,6535
1076,Russia,5/8/20,187859
1077,Singapore,5/8/20,21707
1078,US,5/8/20,1289203
1079,United Kingdom,5/8/20,207435
1080,Australia,5/9/20,6939
1081,Canada,5/9/20,69544
1082,China,5/9/20,86934
1083,Germany,5/9/20,168551
1084,"Korea, South",5/9/20,10874
1085,Malaysia,5/9/20,6589
1086,Russia,5/9/20,198676
1087,Singapore,5/9/20,22460
1088,US,5/9/20,1313657
1089,United Kingdom,5/9/20,209585
1090,Australia,5/10/20,6948
1091,Canada,5/10/20,70582
1092,China,5/10/20,86973
1093,Germany,5/10/20,169218
1094,"Korea, South",5/10/20,10909
1095,Malaysia,5/10/20,6656
1096,Russia,5/10/20,209688
1097,Singapore,5/10/20,23336
1098,US,5/10/20,1332404
1099,United Kingdom,5/10/20,211907
1100,Australia,5/11/20,6970
1101,Canada,5/11/20,71606
1102,China,5/11/20,86980
1103,Germany,5/11/20,169575
1104,"Korea, South",5/11/20,10936
1105,Malaysia,5/11/20,6726
1106,Russia,5/11/20,221344
1107,Singapore,5/11/20,23822
1108,US,5/11/20,1351481
1109,United Kingdom,5/11/20,215495
1110,Australia,5/12/20,6980
1111,Canada,5/12/20,72723
1112,China,5/12/20,87002
1113,Germany,5/12/20,170508
1114,"Korea, South",5/12/20,10962
1115,Malaysia,5/12/20,6742
1116,Russia,5/12/20,232243
1117,Singapore,5/12/20,24671
1118,US,5/12/20,1374861
1119,United Kingdom,5/12/20,218892
1120,Australia,5/13/20,6989
1121,Canada,5/13/20,73950
1122,China,5/13/20,87016
1123,Germany,5/13/20,171306
1124,"Korea, South",5/13/20,10991
1125,Malaysia,5/13/20,6779
1126,Russia,5/13/20,242271
1127,Singapore,5/13/20,25346
1128,US,5/13/20,1394876
1129,United Kingdom,5/13/20,222191
1130,Australia,5/14/20,7019
1131,Canada,5/14/20,75060
1132,China,5/14/20,87032
1133,Germany,5/14/20,172239
1134,"Korea, South",5/14/20,11018
1135,Malaysia,5/14/20,6819
1136,Russia,5/14/20,252245
1137,Singapore,5/14/20,26098
1138,US,5/14/20,1420766
1139,United Kingdom,5/14/20,224809
1140,Australia,5/15/20,7035
1141,Canada,5/15/20,76331
1142,China,5/15/20,87052
1143,Germany,5/15/20,173152
1144,"Korea, South",5/15/20,11037
1145,Malaysia,5/15/20,6855
1146,Russia,5/15/20,262843
1147,Singapore,5/15/20,26891
1148,US,5/15/20,1445618
1149,United Kingdom,5/15/20,227330
1150,Australia,5/16/20,7044
1151,Canada,5/16/20,77486
1152,China,5/16/20,87070
1153,Germany,5/16/20,173772
1154,"Korea, South",5/16/20,11050
1155,Malaysia,5/16/20,6872
1156,Russia,5/16/20,272043
1157,Singapore,5/16/20,27356
1158,US,5/16/20,1469668
1159,United Kingdom,5/16/20,229397
1160,Australia,5/17/20,7054
1161,Canada,5/17/20,78694
1162,China,5/17/20,87092
1163,Germany,5/17/20,174355
1164,"Korea, South",5/17/20,11065
1165,Malaysia,5/17/20,6894
1166,Russia,5/17/20,281752
1167,Singapore,5/17/20,28038
1168,US,5/17/20,1488397
1169,United Kingdom,5/17/20,231223
1170,Australia,5/18/20,7068
1171,Canada,5/18/20,79780
1172,China,5/18/20,87119
1173,Germany,5/18/20,174697
1174,"Korea, South",5/18/20,11078
1175,Malaysia,5/18/20,6941
1176,Russia,5/18/20,290678
1177,Singapore,5/18/20,28343
1178,US,5/18/20,1510706
1179,United Kingdom,5/18/20,233799
1180,Australia,5/19/20,7072
1181,Canada,5/19/20,80782
1182,China,5/19/20,87135
1183,Germany,5/19/20,175210
1184,"Korea, South",5/19/20,11110
1185,Malaysia,5/19/20,6978
1186,Russia,5/19/20,299941
1187,Singapore,5/19/20,28794
1188,US,5/19/20,1531209
1189,United Kingdom,5/19/20,236862
1190,Australia,5/20/20,7081
1191,Canada,5/20/20,82038
1192,China,5/20/20,87151
1193,Germany,5/20/20,176007
1194,"Korea, South",5/20/20,11122
1195,Malaysia,5/20/20,7009
1196,Russia,5/20/20,308705
1197,Singapore,5/20/20,29364
1198,US,5/20/20,1554037
1199,United Kingdom,5/20/20,239572
1200,Australia,5/21/20,7095
1201,Canada,5/21/20,83153
1202,China,5/21/20,87190
1203,Germany,5/21/20,176752
1204,"Korea, South",5/21/20,11142
1205,Malaysia,5/21/20,7059
1206,Russia,5/21/20,317554
1207,Singapore,5/21/20,29812
1208,US,5/21/20,1579190
1209,United Kingdom,5/21/20,242126
1210,Australia,5/22/20,7099
1211,Canada,5/22/20,84243
1212,China,5/22/20,87235
1213,Germany,5/22/20,177212
1214,"Korea, South",5/22/20,11165
1215,Malaysia,5/22/20,7137
1216,Russia,5/22/20,326448
1217,Singapore,5/22/20,30426
1218,US,5/22/20,1603019
1219,United Kingdom,5/22/20,244170
1220,Australia,5/23/20,7114
1221,Canada,5/23/20,85150
1222,China,5/23/20,87266
1223,Germany,5/23/20,177850
1224,"Korea, South",5/23/20,11190
1225,Malaysia,5/23/20,7185
1226,Russia,5/23/20,335882
1227,Singapore,5/23/20,31068
1228,US,5/23/20,1623208
1229,United Kingdom,5/23/20,245678
1230,Australia,5/24/20,7114
1231,Canada,5/24/20,86103
1232,China,5/24/20,87313
1233,Germany,5/24/20,178281
1234,"Korea, South",5/24/20,11206
1235,Malaysia,5/24/20,7245
1236,Russia,5/24/20,344481
1237,Singapore,5/24/20,31616
1238,US,5/24/20,1643382
1239,United Kingdom,5/24/20,247033
1240,Australia,5/25/20,7126
1241,Canada,5/25/20,87067
1242,China,5/25/20,87360
1243,Germany,5/25/20,178570
1244,"Korea, South",5/25/20,11225
1245,Malaysia,5/25/20,7417
1246,Russia,5/25/20,353427
1247,Singapore,5/25/20,31960
1248,US,5/25/20,1662476
1249,United Kingdom,5/25/20,248645
1250,Australia,5/26/20,7139
1251,Canada,5/26/20,87834
1252,China,5/26/20,87390
1253,Germany,5/26/20,179002
1254,"Korea, South",5/26/20,11265
1255,Malaysia,5/26/20,7604
1256,Russia,5/26/20,362342
1257,Singapore,5/26/20,32343
1258,US,5/26/20,1681201
1259,United Kingdom,5/26/20,250304
1260,Australia,5/27/20,7150
1261,Canada,5/27/20,88719
1262,China,5/27/20,87421
1263,Germany,5/27/20,179364
1264,"Korea, South",5/27/20,11344
1265,Malaysia,5/27/20,7619
1266,Russia,5/27/20,370680
1267,Singapore,5/27/20,32876
1268,US,5/27/20,1699966
1269,United Kingdom,5/27/20,252113
1270,Australia,5/28/20,7165
1271,Canada,5/28/20,89506
1272,China,5/28/20,87444
1273,Germany,5/28/20,179717
1274,"Korea, South",5/28/20,11402
1275,Malaysia,5/28/20,7629
1276,Russia,5/28/20,379051
1277,Singapore,5/28/20,33249
1278,US,5/28/20,1721232
1279,United Kingdom,5/28/20,253849
1280,Australia,5/29/20,7184
1281,Canada,5/29/20,90575
1282,China,5/29/20,87466
1283,Germany,5/29/20,180458
1284,"Korea, South",5/29/20,11441
1285,Malaysia,5/29/20,7732
1286,Russia,5/29/20,387623
1287,Singapore,5/29/20,33860
1288,US,5/29/20,1746312
1289,United Kingdom,5/29/20,255358
1290,Australia,5/30/20,7192
1291,Canada,5/30/20,91337
1292,China,5/30/20,87475
1293,Germany,5/30/20,181196
1294,"Korea, South",5/30/20,11468
1295,Malaysia,5/30/20,7762
1296,Russia,5/30/20,396575
1297,Singapore,5/30/20,34366
1298,US,5/30/20,1769396
1299,United Kingdom,5/30/20,256465
1300,Australia,5/31/20,7202
1301,Canada,5/31/20,92067
1302,China,5/31/20,87496
1303,Germany,5/31/20,181482
1304,"Korea, South",5/31/20,11503
1305,Malaysia,5/31/20,7819
1306,Russia,5/31/20,405843
1307,Singapore,5/31/20,34884
1308,US,5/31/20,1788316
1309,United Kingdom,5/31/20,257535
1310,Australia,6/1/20,7221
1311,Canada,6/1/20,92863
1312,China,6/1/20,87520
1313,Germany,6/1/20,181815
1314,"Korea, South",6/1/20,11541
1315,Malaysia,6/1/20,7857
1316,Russia,6/1/20,414328
1317,Singapore,6/1/20,35292
1318,US,6/1/20,1806160
1319,United Kingdom,6/1/20,258979
1320,Australia,6/2/20,7229
1321,Canada,6/2/20,93490
1322,China,6/2/20,87535
1323,Germany,6/2/20,182028
1324,"Korea, South",6/2/20,11590
1325,Malaysia,6/2/20,7877
1326,Russia,6/2/20,423186
1327,Singapore,6/2/20,35836
1328,US,6/2/20,1826250
1329,United Kingdom,6/2/20,260449
1330,Australia,6/3/20,7240
1331,Canada,6/3/20,94172
1332,China,6/3/20,87538
1333,Germany,6/3/20,182370
1334,"Korea, South",6/3/20,11629
1335,Malaysia,6/3/20,7970
1336,Russia,6/3/20,431715
1337,Singapore,6/3/20,36405
1338,US,6/3/20,1845405
1339,United Kingdom,6/3/20,261797
1340,Australia,6/4/20,7247
1341,Canada,6/4/20,94754
1342,China,6/4/20,87553
1343,Germany,6/4/20,182764
1344,"Korea, South",6/4/20,11668
1345,Malaysia,6/4/20,8247
1346,Russia,6/4/20,440538
1347,Singapore,6/4/20,36922
1348,US,6/4/20,1873339
1349,United Kingdom,6/4/20,263035
1350,Australia,6/5/20,7252
1351,Canada,6/5/20,95281
1352,China,6/5/20,87561
1353,Germany,6/5/20,183271
1354,"Korea, South",6/5/20,11719
1355,Malaysia,6/5/20,8266
1356,Russia,6/5/20,449256
1357,Singapore,6/5/20,37183
1358,US,6/5/20,1899778
1359,United Kingdom,6/5/20,264146
1360,Australia,6/6/20,7259
1361,Canada,6/6/20,95805
1362,China,6/6/20,87572
1363,Germany,6/6/20,183678
1364,"Korea, South",6/6/20,11776
1365,Malaysia,6/6/20,8303
1366,Russia,6/6/20,458102
1367,Singapore,6/6/20,37527
1368,US,6/6/20,1920049
1369,United Kingdom,6/6/20,264938
1370,Australia,6/7/20,7265
1371,Canada,6/7/20,96217
1372,China,6/7/20,87581
1373,Germany,6/7/20,183979
1374,"Korea, South",6/7/20,11814
1375,Malaysia,6/7/20,8322
1376,Russia,6/7/20,467073
1377,Singapore,6/7/20,37910
1378,US,6/7/20,1937874
1379,United Kingdom,6/7/20,265656
1380,Australia,6/8/20,7267
1381,Canada,6/8/20,96668
1382,China,6/8/20,87587
1383,Germany,6/8/20,184193
1384,"Korea, South",6/8/20,11852
1385,Malaysia,6/8/20,8329
1386,Russia,6/8/20,476043
1387,Singapore,6/8/20,38296
1388,US,6/8/20,1954775
1389,United Kingdom,6/8/20,266751
1390,Australia,6/9/20,7274
1391,Canada,6/9/20,97102
1392,China,6/9/20,87610
1393,Germany,6/9/20,184543
1394,"Korea, South",6/9/20,11902
1395,Malaysia,6/9/20,8336
1396,Russia,6/9/20,484630
1397,Singapore,6/9/20,38514
1398,US,6/9/20,1975104
1399,United Kingdom,6/9/20,267909
1400,Australia,6/10/20,7285
1401,Canada,6/10/20,97592
1402,China,6/10/20,87626
1403,Germany,6/10/20,184861
1404,"Korea, South",6/10/20,11947
1405,Malaysia,6/10/20,8338
1406,Russia,6/10/20,493023
1407,Singapore,6/10/20,38965
1408,US,6/10/20,1996824
1409,United Kingdom,6/10/20,269097
1410,Australia,6/11/20,7289
1411,Canada,6/11/20,98004
1412,China,6/11/20,87636
1413,Germany,6/11/20,185416
1414,"Korea, South",6/11/20,12003
1415,Malaysia,6/11/20,8369
1416,Russia,6/11/20,501800
1417,Singapore,6/11/20,39387
1418,US,6/11/20,2019101
1419,United Kingdom,6/11/20,270104
1420,Australia,6/12/20,7294
1421,Canada,6/12/20,98465
1422,China,6/12/20,87648
1423,Germany,6/12/20,185674
1424,"Korea, South",6/12/20,12051
1425,Malaysia,6/12/20,8402
1426,Russia,6/12/20,510761
1427,Singapore,6/12/20,39850
1428,US,6/12/20,2044674
1429,United Kingdom,6/12/20,271158
1430,Australia,6/13/20,7320
1431,Canada,6/13/20,98806
1432,China,6/13/20,87713
1433,Germany,6/13/20,186022
1434,"Korea, South",6/13/20,12085
1435,Malaysia,6/13/20,8445
1436,Russia,6/13/20,519458
1437,Singapore,6/13/20,40197
1438,US,6/13/20,2068840
1439,United Kingdom,6/13/20,272046
1440,Australia,6/14/20,7335
1441,Canada,6/14/20,99108
1442,China,6/14/20,87769
1443,Germany,6/14/20,186269
1444,"Korea, South",6/14/20,12121
1445,Malaysia,6/14/20,8453
1446,Russia,6/14/20,528267
1447,Singapore,6/14/20,40604
1448,US,6/14/20,2087740
1449,United Kingdom,6/14/20,272853
1450,Australia,6/15/20,7347
1451,Canada,6/15/20,99485
1452,China,6/15/20,87830
1453,Germany,6/15/20,186461
1454,"Korea, South",6/15/20,12155
1455,Malaysia,6/15/20,8494
1456,Russia,6/15/20,536484
1457,Singapore,6/15/20,40818
1458,US,6/15/20,2108755
1459,United Kingdom,6/15/20,273881
1460,Australia,6/16/20,7370
1461,Canada,6/16/20,99844
1462,China,6/16/20,87880
1463,Germany,6/16/20,186839
1464,"Korea, South",6/16/20,12198
1465,Malaysia,6/16/20,8505
1466,Russia,6/16/20,544725
1467,Singapore,6/16/20,40969
1468,US,6/16/20,2133300
1469,United Kingdom,6/16/20,274964
1470,Australia,6/17/20,7391
1471,Canada,6/17/20,100232
1472,China,6/17/20,87921
1473,Germany,6/17/20,187184
1474,"Korea, South",6/17/20,12257
1475,Malaysia,6/17/20,8515
1476,Russia,6/17/20,552549
1477,Singapore,6/17/20,41216
1478,US,6/17/20,2160350
1479,United Kingdom,6/17/20,275964
1480,Australia,6/18/20,7409
1481,Canada,6/18/20,100638
1482,China,6/18/20,87965
1483,Germany,6/18/20,187764
1484,"Korea, South",6/18/20,12306
1485,Malaysia,6/18/20,8529
1486,Russia,6/18/20,560321
1487,Singapore,6/18/20,41473
1488,US,6/18/20,2188626
1489,United Kingdom,6/18/20,276984
1490,Australia,6/19/20,7411
1491,Canada,6/19/20,101026
1492,China,6/19/20,87971
1493,Germany,6/19/20,188534
1494,"Korea, South",6/19/20,12373
1495,Malaysia,6/19/20,8535
1496,Russia,6/19/20,568292
1497,Singapore,6/19/20,41615
1498,US,6/19/20,2219686
1499,United Kingdom,6/19/20,277970
1500,Australia,6/20/20,7461
1501,Canada,6/20/20,101341
1502,China,6/20/20,88034
1503,Germany,6/20/20,189135
1504,"Korea, South",6/20/20,12421
1505,Malaysia,6/20/20,8556
1506,Russia,6/20/20,576162
1507,Singapore,6/20/20,41833
1508,US,6/20/20,2251503
1509,United Kingdom,6/20/20,278636
1510,Australia,6/21/20,7474
1511,Canada,6/21/20,101649
1512,China,6/21/20,88057
1513,Germany,6/21/20,189822
1514,"Korea, South",6/21/20,12438
1515,Malaysia,6/21/20,8572
1516,Russia,6/21/20,583879
1517,Singapore,6/21/20,42095
1518,US,6/21/20,2277323
1519,United Kingdom,6/21/20,279260
1520,Australia,6/22/20,7492
1521,Canada,6/22/20,102004
1522,China,6/22/20,88115
1523,Germany,6/22/20,190359
1524,"Korea, South",6/22/20,12484
1525,Malaysia,6/22/20,8587
1526,Russia,6/22/20,591465
1527,Singapore,6/22/20,42313
1528,US,6/22/20,2307133
1529,United Kingdom,6/22/20,280152
1530,Australia,6/23/20,7521
1531,Canada,6/23/20,102322
1532,China,6/23/20,88150
1533,Germany,6/23/20,190862
1534,"Korea, South",6/23/20,12535
1535,Malaysia,6/23/20,8590
1536,Russia,6/23/20,598878
1537,Singapore,6/23/20,42432
1538,US,6/23/20,2345860
1539,United Kingdom,6/23/20,281034
1540,Australia,6/24/20,7558
1541,Canada,6/24/20,102642
1542,China,6/24/20,88172
1543,Germany,6/24/20,191449
1544,"Korea, South",6/24/20,12563
1545,Malaysia,6/24/20,8596
1546,Russia,6/24/20,606043
1547,Singapore,6/24/20,42623
1548,US,6/24/20,2382124
1549,United Kingdom,6/24/20,281810
1550,Australia,6/25/20,7595
1551,Canada,6/25/20,102936
1552,China,6/25/20,88201
1553,Germany,6/25/20,192079
1554,"Korea, South",6/25/20,12602
1555,Malaysia,6/25/20,8600
1556,Russia,6/25/20,613148
1557,Singapore,6/25/20,42736
1558,US,6/25/20,2421431
1559,United Kingdom,6/25/20,282507
1560,Australia,6/26/20,7601
1561,Canada,6/26/20,103263
1562,China,6/26/20,88229
1563,Germany,6/26/20,192556
1564,"Korea, South",6/26/20,12653
1565,Malaysia,6/26/20,8606
1566,Russia,6/26/20,619936
1567,Singapore,6/26/20,42955
1568,US,6/26/20,2470498
1569,United Kingdom,6/26/20,283148
1570,Australia,6/27/20,7686
1571,Canada,6/27/20,103665
1572,China,6/27/20,88258
1573,Germany,6/27/20,193243
1574,"Korea, South",6/27/20,12715
1575,Malaysia,6/27/20,8616
1576,Russia,6/27/20,626779
1577,Singapore,6/27/20,43246
1578,US,6/27/20,2511278
1579,United Kingdom,6/27/20,283782
1580,Australia,6/28/20,7764
1581,Canada,6/28/20,103978
1582,China,6/28/20,88277
1583,Germany,6/28/20,193499
1584,"Korea, South",6/28/20,12757
1585,Malaysia,6/28/20,8634
1586,Russia,6/28/20,633563
1587,Singapore,6/28/20,43459
1588,US,6/28/20,2554209
1589,United Kingdom,6/28/20,284189
1590,Australia,6/29/20,7834
1591,Canada,6/29/20,104274
1592,China,6/29/20,88305
1593,Germany,6/29/20,193761
1594,"Korea, South",6/29/20,12800
1595,Malaysia,6/29/20,8637
1596,Russia,6/29/20,640246
1597,Singapore,6/29/20,43661
1598,US,6/29/20,2595514
1599,United Kingdom,6/29/20,284809
1600,Australia,6/30/20,7920
1601,Canada,6/30/20,104608
1602,China,6/30/20,88311
1603,Germany,6/30/20,194259
1604,"Korea, South",6/30/20,12850
1605,Malaysia,6/30/20,8639
1606,Russia,6/30/20,646929
1607,Singapore,6/30/20,43907
1608,US,6/30/20,2645339
1609,United Kingdom,6/30/20,285213
1610,Australia,7/1/20,8001
1611,Canada,7/1/20,104830
1612,China,7/1/20,88344
1613,Germany,7/1/20,194725
1614,"Korea, South",7/1/20,12904
1615,Malaysia,7/1/20,8640
1616,Russia,7/1/20,653479
1617,Singapore,7/1/20,44122
1618,US,7/1/20,2694474
1619,United Kingdom,7/1/20,285276
1620,Australia,7/2/20,8066
1621,Canada,7/2/20,105179
1622,China,7/2/20,88360
1623,Germany,7/2/20,195228
1624,"Korea, South",7/2/20,12967
1625,Malaysia,7/2/20,8643
1626,Russia,7/2/20,660231
1627,Singapore,7/2/20,44310
1628,US,7/2/20,2749456
1629,United Kingdom,7/2/20,285282
1630,Australia,7/3/20,8260
1631,Canada,7/3/20,105497
1632,China,7/3/20,88372
1633,Germany,7/3/20,195674
1634,"Korea, South",7/3/20,13030
1635,Malaysia,7/3/20,8648
1636,Russia,7/3/20,666941
1637,Singapore,7/3/20,44479
1638,US,7/3/20,2801000
1639,United Kingdom,7/3/20,285784
1640,Australia,7/4/20,8443
1641,Canada,7/4/20,105725
1642,China,7/4/20,88395
1643,Germany,7/4/20,196096
1644,"Korea, South",7/4/20,13091
1645,Malaysia,7/4/20,8658
1646,Russia,7/4/20,673564
1647,Singapore,7/4/20,44664
1648,US,7/4/20,2846978
1649,United Kingdom,7/4/20,286409
1650,Australia,7/5/20,8583
1651,Canada,7/5/20,105882
1652,China,7/5/20,88415
1653,Germany,7/5/20,196335
1654,"Korea, South",7/5/20,13137
1655,Malaysia,7/5/20,8663
1656,Russia,7/5/20,680283
1657,Singapore,7/5/20,44800
1658,US,7/5/20,2900769
1659,United Kingdom,7/5/20,286928
1660,Australia,7/6/20,8755
1661,Canada,7/6/20,106234
1662,China,7/6/20,88444
1663,Germany,7/6/20,196554
1664,"Korea, South",7/6/20,13181
1665,Malaysia,7/6/20,8668
1666,Russia,7/6/20,686852
1667,Singapore,7/6/20,44983
1668,US,7/6/20,2943906
1669,United Kingdom,7/6/20,287281
1670,Australia,7/7/20,8886
1671,Canada,7/7/20,106547
1672,China,7/7/20,88485
1673,Germany,7/7/20,196944
1674,"Korea, South",7/7/20,13244
1675,Malaysia,7/7/20,8674
1676,Russia,7/7/20,693215
1677,Singapore,7/7/20,45140
1678,US,7/7/20,3001189
1679,United Kingdom,7/7/20,287865
1680,Australia,7/8/20,9056
1681,Canada,7/8/20,106868
1682,China,7/8/20,88524
1683,Germany,7/8/20,197341
1684,"Korea, South",7/8/20,13293
1685,Malaysia,7/8/20,8677
1686,Russia,7/8/20,699749
1687,Singapore,7/8/20,45298
1688,US,7/8/20,3061491
1689,United Kingdom,7/8/20,288507
1690,Australia,7/9/20,9374
1691,Canada,7/9/20,107202
1692,China,7/9/20,88571
1693,Germany,7/9/20,197783
1694,"Korea, South",7/9/20,13338
1695,Malaysia,7/9/20,8683
1696,Russia,7/9/20,706240
1697,Singapore,7/9/20,45423
1698,US,7/9/20,3121164
1699,United Kingdom,7/9/20,289150
1700,Australia,7/10/20,9553
1701,Canada,7/10/20,107550
1702,China,7/10/20,88612
1703,Germany,7/10/20,198178
1704,"Korea, South",7/10/20,13373
1705,Malaysia,7/10/20,8696
1706,Russia,7/10/20,712863
1707,Singapore,7/10/20,45614
1708,US,7/10/20,3190053
1709,United Kingdom,7/10/20,289674
1710,Australia,7/11/20,9797
1711,Canada,7/11/20,107790
1712,China,7/11/20,88657
1713,Germany,7/11/20,198556
1714,"Korea, South",7/11/20,13417
